Subject Number,Country,Site,Date,Time,Civilian,Date of Birth,Age (Years),Birth State,Occupation,Education,Number of Children,Fitness,Car Make,Car Year,Car Model,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Subgroup Number,Marital Status,Family Income IT,Shoe Size IT,Jacket Size IT,Pants Size Waist IT,Pants Size Waist,Pants Size Inseam IT,Pants Size Inseam,Blouse Size,Pants Size Woman IT,Bra Size
4096,Italy,Genoa1 IT,08/05/2001,10:22:24,Yes,29/01/1956,45.3,Lombardia,Classroom Teacher,Associates,1,2-3,Other,1999,Compact,Female,Italy/Italian,170.00,66.93,62.00,136.69,0,Married,No Response,41.0,,,,,,Med,44,32a
4097,Italy,Genoa1 IT,08/05/2001,11:28:58,Yes,28/02/1966,35.2,Liguria,Administrator,High School,0,2-3,No Response,,No Response,Male,Italy/Italian,178.00,70.08,82.00,180.78,0,Married,45MLira-59.9MLira,40.5,50,95,37.4,76,29.9,,,
4098,Italy,Genoa1 IT,08/05/2001,13:05:51,Yes,29/10/1944,56.5,Lombardia,Management,High School,0,4-6,No Response,,No Response,Female,Italy/Italian,160.00,62.99,55.00,121.25,0,Divorced,45MLira-59.9MLira,37.5,,,,,,Med,42,36c
4099,Italy,Genoa1 IT,08/05/2001,14:52:21,Yes,23/07/1960,40.8,Sardegna,Administrative Support,High School,0,More than 10,No Response,,No Response,Male,Italy/Italian,179.00,70.47,79.00,174.17,0,Single,No Response,43.0,52,95,37.4,78.5,30.9,,,
4100,Italy,Genoa1 IT,08/05/2001,17:00:09,Yes,31/05/1954,46.9,Emilia Romagna,Other Specialty Occupation,Middle School,1,More than 10,No Response,,No Response,Female,Italy/Italian,160.00,62.99,70.00,154.32,0,Married,No Response,39.0,,,,,,Med,46,34a
4101,Italy,Genoa1 IT,09/05/2001,10:36:44,Yes,21/07/1977,23.8,Liguria,Student,Some College,0,4-6,Don't Know,2001,Scooter,Male,Italy/Italian,169.00,66.54,58.00,127.87,0,Single,No Response,41.0,Don't Know,80,31.5,73.5,28.9,,,
4102,Italy,Genoa1 IT,09/05/2001,11:50:14,Yes,03/10/1978,22.6,Liguria,Student,Some College,0,4-6,Fiat,1995,Economy,Female,Italy/Italian,173.00,68.11,64.00,141.10,0,Single,No Response,40.0,,,,,,Lg,44,34c
4103,Italy,Genoa1 IT,09/05/2001,14:42:09,Yes,03/01/1937,64.3,Friuli-Venezia Giulia,Retired,High School,1,0-1,Saab,1991,Luxury,Male,Italy/Italian,180.00,70.87,81.00,178.57,0,Married,45MLira-59.9MLira,43.5,54,Don't Know,Don't Know,Don't Know,Don't Know,,,
4104,Italy,Genoa1 IT,09/05/2001,15:07:06,Yes,28/07/1973,27.8,Liguria,Service Occupation,Technical Training,0,4-6,Other,1997,Sports Car,Male,Italy/Italian,173.00,68.11,68.00,149.91,0,Single,Don't Know,39.5,50,85,33.5,73.5,28.9,,,
4105,Italy,Genoa1 IT,09/05/2001,16:53:07,Yes,01/08/1978,22.8,Liguria,Student,Some College,0,6-10,Fiat,1999,Economy,Female,Italy/Italian,160.00,62.99,60.00,132.28,0,Single,Don't Know,37.5,,,,,,Med,42,38d
4106,Italy,Genoa1 IT,09/05/2001,17:00:38,Yes,16/01/1981,20.3,Liguria,Student,Some College,0,2-3,Other,1999,Intermediate,Male,Italy/Italian,185.00,72.83,65.00,143.30,0,Single,Don't Know,44 or Larger,Don't Know,80,31.5,81,31.9,,,
4107,Italy,Genoa1 IT,10/05/2001,10:05:45,Yes,30/09/1977,23.6,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Male,Italy/Italian,175.00,68.90,60.00,132.28,0,Single,Don't Know,41.5,48,75 or Smaller,29.5,76,29.9,,,
4108,Italy,Genoa1 IT,10/05/2001,10:20:21,No,17/08/1979,21.7,Liguria,Administrator,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,172.00,67.72,69.00,152.12,0,Single,No Response,44 or Larger,48,80,31.5,73.5,28.9,,,
4109,Italy,Genoa1 IT,10/05/2001,10:34:05,Yes,10/01/1980,21.3,Liguria,Student,Some College,0,6-10,No Response,,No Response,Female,Italy/Italian,168.00,66.14,52.00,114.64,0,Single,Don't Know,38.0,,,,,,Sm,40,32b
4110,Italy,Genoa1 IT,10/05/2001,13:42:04,Yes,15/02/1957,44.2,Liguria,Other Specialty Occupation,Technical Training,1,0-1,Other,2000,Sports Car,Male,Italy/Italian,168.00,66.14,60.00,132.28,0,Divorced,Don't Know,40.5,48,80,31.5,73.5,28.9,,,
4111,Italy,Genoa1 IT,10/05/2001,14:47:07,Yes,21/08/1950,50.7,Liguria,Administrative Support,Middle School,0,2-3,No Response,,No Response,Female,Italy/Italian,156.00,61.42,54.00,119.05,0,Single,20MLira-29.9MLira,35.5,,,,,,Sm,44,38d
4112,Italy,Genoa1 IT,10/05/2001,15:14:38,Yes,12/02/1961,40.2,Campania,Administrator,High School,1,0-1,No Response,,No Response,Male,Italy/Italian,175.00,68.90,105.00,231.49,0,Divorced,60MLira-79.9MLira,44 or Larger,56,110,43.3,78.5,30.9,,,
4113,Italy,Genoa1 IT,10/05/2001,15:33:00,Yes,19/08/1956,44.7,No Response,Management,Technical Training,1,More than 10,No Response,,No Response,Male,Italy/Other,168.00,66.14,70.00,154.32,0,Married,No Response,42.0,48,85,33.5,71,28.0,,,
4114,Italy,Genoa1 IT,10/05/2001,16:52:09,Yes,17/08/1979,21.7,Liguria,Student,Some College,0,4-6,Audi,1999,Sports Car,Male,Italy/Italian,189.00,74.41,82.00,180.78,0,Single,100MLira-150MLira,43.5,52,90,35.4,76,29.9,,,
4115,Italy,Genoa1 IT,11/05/2001,09:14:45,Yes,10/10/1956,44.6,Liguria,Sales/Marketing,High School,0,2-3,No Response,,Scooter,Male,Italy/Italian,169.00,66.54,64.00,141.10,0,Single,20MLira-29.9MLira,42.0,50,90,35.4,73.5,28.9,,,
4116,Italy,Genoa1 IT,11/05/2001,10:18:08,Yes,02/10/1971,29.6,Liguria,Administrative Support,Masters,0,4-6,No Response,,No Response,Female,Italy/Italian,156.00,61.42,51.00,112.44,0,Single,20MLira-29.9MLira,36.5,,,,,,Sm,40,34b
4117,Italy,Genoa1 IT,11/05/2001,14:53:36,Yes,22/09/1982,18.6,Liguria,Student,Middle School,0,More than 10,No Response,,No Response,Female,Italy/Italian,173.00,68.11,60.00,132.28,0,Single,Don't Know,38.5,,,,,,Med,44,34b
4118,Italy,Genoa1 IT,11/05/2001,15:38:27,Yes,05/09/1980,20.7,Liguria,Student,Some College,0,4-6,No Response,,No Response,Male,Italy/Italian,170.00,66.93,69.00,152.12,0,Single,30MLira-44.9MLira,41.5,50,90,35.4,71,28.0,,,
4119,Italy,Genoa1 IT,12/05/2001,08:54:36,Yes,01/07/1949,51.9,Not Born in Italy,Classroom Teacher,Masters,3,0-1,Volkswagen,1997,Compact,Female,Italy/Italian,168.00,66.14,60.00,132.28,0,Married,80MLira-100MLira,38.0,,,,,,Lg,46,38a
4120,Italy,Genoa1 IT,12/05/2001,09:42:09,Yes,13/12/1975,25.4,Liguria,Administrative Support,High School,0,0-1,Other,1997,Economy,Female,Italy/Italian,169.00,66.54,60.00,132.28,0,Single,30MLira-44.9MLira,40.0,,,,,,Med,44,34b
4121,Italy,Genoa1 IT,12/05/2001,10:00:55,Yes,12/05/1973,28.0,Lombardia,Degreed Engineer,Masters,0,2-3,No Response,,No Response,Male,Italy/Italian,168.00,66.14,61.00,134.48,0,Single,30MLira-44.9MLira,40.0,46 or Smaller,80,31.5,73.5,28.9,,,
4122,Italy,Genoa1 IT,12/05/2001,10:25:50,Yes,25/05/1978,23.0,Liguria,Administrative Support,High School,0,4-6,No Response,,No Response,Female,Italy/Italian,170.00,66.93,54.00,119.05,0,Single,Don't Know,40.0,,,,,,Sm,42,32b
4123,Italy,Genoa1 IT,12/05/2001,10:54:38,Yes,14/06/1979,21.9,Liguria,Administrative Support,High School,0,2-3,Fiat,1996,Economy,Male,Italy/Italian,177.00,69.69,57.00,125.66,0,Single,Don't Know,43.0,48,80,31.5,73.5,28.9,,,
4124,Italy,Genoa1 IT,12/05/2001,12:02:42,Yes,06/10/1972,28.6,Liguria,Administrative Support,Some College,No Response,4-6,No Response,,No Response,Female,Italy/Italian,162.00,63.78,50.00,110.23,0,Single,No Response,35 or Smaller,,,,,,Sm,40,32a
4125,Italy,Genoa1 IT,12/05/2001,12:06:17,Yes,04/09/1973,27.7,Liguria,Administrative Support,Some College,0,2-3,No Response,,No Response,Female,Italy/Italian,150.00,59.06,46.00,101.41,0,Single,80MLira-100MLira,35 or Smaller,,,,,,Sm,40,34d
4126,Italy,Genoa1 IT,14/05/2001,09:41:28,Yes,17/10/1980,20.6,Liguria,Student,High School,0,2-3,No Response,,No Response,Male,Italy/Italian,174.00,68.50,70.00,154.32,0,Single,Don't Know,42.5,48,80,31.5,73.5,28.9,,,
4127,Italy,Genoa1 IT,14/05/2001,09:52:52,Yes,30/06/1979,21.9,Liguria,Student,Some College,0,6-10,No Response,,No Response,Male,Italy/Italian,174.00,68.50,68.00,149.91,0,Single,Don't Know,40.0,48,80,31.5,73.5,28.9,,,
4128,Italy,Genoa1 IT,14/05/2001,14:15:10,Yes,22/11/1969,31.5,Campania,Administrative Support,High School,1,2-3,Fiat,1997,Economy,Male,Italy/Italian,167.00,65.75,70.00,154.32,0,Single,20MLira-29.9MLira,43.0,48,85,33.5,73.5,28.9,,,
4129,Italy,Genoa1 IT,14/05/2001,16:31:11,Yes,17/01/1983,18.3,Liguria,Student,Middle School,0,0-1,Don't Know,,Don't Know,Female,Italy/Italian,165.00,64.96,52.00,114.64,0,Single,Don't Know,37.0,,,,,,Sm,42,34b
4130,Italy,Genoa1 IT,14/05/2001,16:40:43,Yes,02/01/1981,20.4,Liguria,Student,High School,0,4-6,No Response,,No Response,Male,Italy/Italian,174.00,68.50,71.00,156.53,0,Single,No Response,42.0,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,
4131,Italy,Genoa1 IT,15/05/2001,09:08:39,Yes,24/03/1960,41.1,Liguria,Classroom Teacher,Masters,2,2-3,Other,1996,Economy,Female,Italy/Italian,175.00,68.90,65.00,143.30,0,Married,No Response,39.0,,,,,,Lg,46,34dd
4132,Italy,Genoa1 IT,15/05/2001,09:20:52,Yes,11/10/1977,23.6,Liguria,Student,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,180.00,70.87,78.00,171.96,0,Single,15MLira-19.9MLira,44 or Larger,48,85,33.5,81,31.9,,,
4133,Italy,Genoa1 IT,15/05/2001,10:29:56,Yes,24/05/1977,24.0,Liguria,Student,Some College,0,2-3,Don't Know,,No Response,Male,Italy/Italian,187.00,73.62,80.00,176.37,0,Single,No Response,44 or Larger,48,85,33.5,81,31.9,,,
4134,Italy,Genoa1 IT,15/05/2001,12:03:27,Yes,17/09/1981,19.7,Liguria,Student,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,182.00,71.65,70.00,154.32,0,Single,Less than 10MLira,42.0,48,80,31.5,73.5,28.9,,,
4135,Italy,Genoa1 IT,15/05/2001,14:09:01,Yes,23/01/1981,20.3,Liguria,Student,Some College,0,2-3,Other,1997,Economy,Male,Italy/Italian,192.00,75.59,74.50,164.24,0,Single,No Response,44 or Larger,50,85,33.5,81,31.9,,,
4136,Italy,Genoa1 IT,15/05/2001,14:12:34,Yes,10/05/1983,18.0,Liguria,Student,Middle School,0,2-3,No Response,,No Response,Female,Italy/Italian,160.00,62.99,46.00,101.41,0,Single,Don't Know,35.5,,,,,,Sm,38,30 or Smaller
4137,Italy,Genoa1 IT,15/05/2001,15:04:13,Yes,29/10/1959,41.5,Liguria,Sales/Marketing,Masters,0,More than 10,Other,2000,Sports Car,Female,Italy/Italian,167.00,65.75,50.00,110.23,0,Single,60MLira-79.9MLira,37.0,,,,,,Sm,40,32a
4138,Italy,Genoa1 IT,15/05/2001,15:32:26,Yes,29/05/1975,26.0,Liguria,Degreed Engineer,Masters,0,2-3,No Response,,No Response,Male,Italy/Italian,173.00,68.11,70.00,154.32,0,Single,No Response,42.0,48,85,33.5,71,28.0,,,
4139,Italy,Genoa1 IT,15/05/2001,16:00:25,Yes,23/12/1975,25.4,Liguria,Unemployed,Masters,0,6-10,Lancia,2000,Economy,Female,Italy/Italian,171.00,67.32,60.00,132.28,0,Single,Less than 10MLira,39.0,,,,,,Med,46,34b
4140,Italy,Genoa1 IT,15/05/2001,16:36:05,Yes,23/06/1965,35.9,Liguria,Health Diagnosing Occupation,High School,2,0-1,Other,2000,Compact,Female,Italy/Italian,165.00,64.96,57.00,125.66,0,Married,30MLira-44.9MLira,37.0,,,,,,Med,44,32b
4141,Italy,Genoa1 IT,15/05/2001,16:47:25,Yes,01/01/1976,25.4,Liguria,Unemployed,Masters,0,6-10,Honda,2000,Scooter,Female,Italy/Italian,163.00,64.17,53.00,116.84,0,Single,Less than 10MLira,39.0,,,,,,Med,44,34b
4142,Italy,Genoa1 IT,16/05/2001,11:12:48,Yes,02/12/1982,18.5,Liguria,Student,High School,0,0-1,Don't Know,,Don't Know,Female,Italy/Italian,157.00,61.81,55.00,121.25,0,Single,Don't Know,39.0,,,,,,Med,42,34b
4143,Italy,Genoa1 IT,16/05/2001,09:49:41,Yes,17/08/1981,19.7,Liguria,Student,Some College,0,4-6,Other,1978,Scooter,Male,Italy/Italian,176.00,69.29,60.00,132.28,0,Single,Less than 10MLira,43.0,48,80,31.5,76,29.9,,,
4144,Italy,Genoa1 IT,16/05/2001,10:00:19,Yes,29/12/1981,19.4,Liguria,Student,Some College,0,4-6,Other,2000,Scooter,Male,Italy/Italian,188.00,74.02,72.00,158.73,0,Single,Less than 10MLira,44 or Larger,50,85,33.5,81,31.9,,,
4145,Italy,Genoa1 IT,16/05/2001,10:11:33,Yes,20/03/1979,22.2,Liguria,Student,Some College,0,6-10,Other,1978,Scooter,Male,Italy/Italian,170.00,66.93,63.00,138.89,0,Single,Less than 10MLira,42.0,48,85,33.5,Don't Know,Don't Know,,,
4146,Italy,Genoa1 IT,16/05/2001,11:18:13,Yes,04/08/1982,18.8,Liguria,Student,Middle School,0,2-3,No Response,,No Response,Female,Italy/Italian,167.00,65.75,67.00,147.71,0,Single,Less than 10MLira,38.5,,,,,,Sm,44,32b
4147,Italy,Genoa1 IT,16/05/2001,15:32:19,Yes,04/04/1982,19.1,Liguria,Student,Middle School,0,2-3,No Response,,No Response,Male,Italy/Italian,175.00,68.90,63.00,138.89,0,Single,Don't Know,41.5,46 or Smaller,80,31.5,73.5,28.9,,,
4148,Italy,Genoa1 IT,16/05/2001,15:52:48,Yes,23/12/1978,22.4,Liguria,Unemployed,Masters,0,2-3,Other,2001,Scooter,Female,Italy/Italian,170.00,66.93,55.00,121.25,0,Single,Don't Know,38.5,,,,,,Med,42,34b
4149,Italy,Genoa1 IT,16/05/2001,16:21:09,Yes,11/11/1971,29.5,Liguria,Other Specialty Occupation,Some College,0,2-3,No Response,,No Response,Female,Italy/Italian,167.00,65.75,58.00,127.87,0,Single,20MLira-29.9MLira,38.0,,,,,,Med,44,34b
4150,Italy,Genoa1 IT,16/05/2001,17:15:31,Yes,04/11/1970,30.5,Liguria,Health Diagnosing Occupation,High School,0,4-6,Other,1994,Economy,Female,Italy/Italian,155.00,61.02,49.00,108.03,0,Single,10MLira-14.9MLira,37.0,,,,,,Sm,42,34b
4151,Italy,Genoa1 IT,16/05/2001,17:30:54,Yes,04/02/1973,28.3,Liguria,Administrative Support,High School,0,0-1,Suzuki,1991,SUV,Male,Italy/Italian,170.00,66.93,62.00,136.69,0,Single,15MLira-19.9MLira,41.0,48,80,31.5,71,28.0,,,
4152,Italy,Genoa1 IT,16/05/2001,18:06:13,Yes,03/02/1969,32.3,Liguria,Transportation Occupation,High School,1,0-1,Fiat,2001,Other,Male,Italy/Italian,173.00,68.11,79.00,174.17,0,Married,20MLira-29.9MLira,41.0,Don't Know,90,35.4,73.5,28.9,,,
4153,Italy,Genoa1 IT,16/05/2001,18:20:20,Yes,02/04/1975,26.1,No Response,Homemaker,Associates,1,0-1,No Response,,No Response,Female,Italy/Italian,161.00,63.39,49.00,108.03,0,Married,20MLira-29.9MLira,36.0,,,,,,"X-Small,38",6,
4154,Italy,Genoa1 IT,17/05/2001,09:11:52,Yes,05/05/1979,22.0,Liguria,Student,Some College,0,2-3,No Response,,No Response,Male,Italy/Italian,176.00,69.29,64.00,141.10,0,Single,Don't Know,43.0,48,85,33.5,76,29.9,,,
4155,Italy,Genoa1 IT,17/05/2001,09:24:26,Yes,02/12/1960,40.5,Liguria,Unemployed,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,185.00,72.83,95.00,209.44,0,Single,No Response,44 or Larger,56,110,43.3,96 or Larger,37.8 or Larger,,,
4156,Italy,Genoa1 IT,17/05/2001,09:43:13,Yes,02/01/1977,24.4,Liguria,Student,Some College,0,2-3,No Response,,Don't Know,Male,Italy/Italian,169.00,66.54,72.00,158.73,0,Single,Don't Know,43.0,48,80,31.5,71,28.0,,,
4157,Italy,Genoa1 IT,17/05/2001,10:10:36,Yes,28/01/1972,29.3,Liguria,Other Specialty Occupation,Masters,0,2-3,No Response,,No Response,Female,Italy/Italian,153.00,60.24,44.00,97.00,0,Single,Don't Know,35 or Smaller,,,,,,"X-Small,38",2,
4158,Italy,Genoa1 IT,17/05/2001,10:39:57,Yes,01/12/1981,19.5,Liguria,Student,Some College,0,4-6,Other,2000,Scooter,Female,Italy/Italian,174.00,68.50,53.00,116.84,0,Single,No Response,38.0,,,,,,Sm,42,32b
4159,Italy,Genoa1 IT,17/05/2001,14:05:50,Yes,17/05/1980,21.0,Liguria,Student,Some College,0,6-10,No Response,,No Response,Male,Italy/Italian,175.00,68.90,50.00,110.23,0,Single,Don't Know,40.0,46 or Smaller,75 or Smaller,29.5,73.5,28.9,,,
4160,Italy,Genoa1 IT,17/05/2001,14:27:39,Yes,28/08/1977,23.7,Lazio,Student,Some College,0,2-3,Volkswagen,1997,Compact,Male,Italy/Italian,170.00,66.93,70.00,154.32,0,Single,Don't Know,41.0,48,80,31.5,73.5,28.9,,,
4161,Italy,Genoa1 IT,17/05/2001,14:49:50,Yes,27/07/1977,23.8,Liguria,Student,Some College,0,4-6,Other,1999,Scooter,Male,Italy/Italian,175.00,68.90,85.00,187.39,0,Single,Don't Know,43.0,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,
4162,Italy,Genoa1 IT,17/05/2001,15:01:48,Yes,08/03/1979,22.2,Liguria,Student,Some College,0,6-10,No Response,,No Response,Male,Italy/Other,184.00,72.44,72.00,158.73,0,Single,Don't Know,44 or Larger,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,
4163,Italy,Genoa1 IT,17/05/2001,15:38:22,Yes,06/10/1950,50.6,Liguria,Administrative Support,Middle School,2,2-3,Ford,1991,Full Size 4-Dr,Female,Italy/Italian,173.00,68.11,73.00,160.94,0,Married,30MLira-44.9MLira,39.0,,,,,,XXL,50,36c
4164,Italy,Genoa1 IT,17/05/2001,17:07:52,Yes,31/03/1957,44.1,Liguria,Other Specialty Occupation,Some College,1,More than 10,No Response,,No Response,Male,Italy/Italian,186.00,73.23,96.00,211.64,0,Divorced,Over 150MLira,44 or Larger,54,100,39.4,81,31.9,,,
4165,Italy,Genoa1 IT,17/05/2001,17:48:27,Yes,25/04/1966,35.1,Not Born in Italy,Other Specialty Occupation,Some College,0,6-10,Volkswagen,1995,Intermediate,Male,Italy/Other,166.00,65.35,61.00,134.48,0,Single,30MLira-44.9MLira,40.0,48,80,31.5,68.5,27.0,,,
4166,Italy,Genoa1 IT,18/05/2001,08:45:21,Yes,20/03/1981,20.2,Liguria,Student,Some College,0,0-1,Other,2000,Scooter,Female,Italy/Italian,158.00,62.20,58.00,127.87,0,Single,Don't Know,38.0,,,,,,Med,42,Don't Know
4167,Italy,Genoa1 IT,18/05/2001,09:24:10,Yes,27/12/1980,20.4,Liguria,Student,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,163.00,64.17,52.00,114.64,0,Single,Don't Know,37.0,,,,,,Sm,42,32b
4168,Italy,Genoa1 IT,18/05/2001,09:30:08,Yes,21/12/1976,24.4,Liguria,Student,Some College,0,0-1,Other,1998,Scooter,Male,Italy/Italian,172.00,67.72,68.00,149.91,0,Single,Don't Know,43.0,48,85,33.5,71,28.0,,,
4169,Italy,Genoa1 IT,18/05/2001,10:18:39,Yes,02/09/1977,23.7,Liguria,No Response,High School,0,2-3,Other,1974,Scooter,Male,Italy/Italian,190.00,74.80,75.00,165.35,0,Single,Don't Know,44 or Larger,50,85,33.5,83.5,32.9,,,
4170,Italy,Genoa1 IT,18/05/2001,12:02:14,Yes,30/10/1977,23.5,Liguria,Student,High School,0,6-10,Lancia,1992,Economy,Male,Italy/Italian,180.00,70.87,66.30,146.17,0,Single,No Response,42.5,48,85,33.5,78.5,30.9,,,
4171,Italy,Genoa1 IT,18/05/2001,12:33:36,Yes,01/12/1981,19.5,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Female,Italy/Italian,173.00,68.11,58.00,127.87,0,Single,Don't Know,38.5,,,,,,Med,44,36b
4172,Italy,Genoa1 IT,18/05/2001,14:25:39,Yes,13/09/1975,25.7,Liguria,Student,Some College,No Response,4-6,No Response,,No Response,Male,Italy/Italian,194.00,76.38,84.00,185.19,0,Single,Don't Know,44 or Larger,Don't Know,90,35.4,83.5,32.9,,,
4173,Italy,Genoa1 IT,21/05/2001,08:58:52,Yes,28/11/1979,21.5,Liguria,Student,Some College,0,More than 10,Other,1999,Compact,Male,Italy/Italian,180.00,70.87,69.00,152.12,0,Single,Don't Know,42.0,46 or Smaller,80,31.5,81,31.9,,,
4174,Italy,Genoa1 IT,21/05/2001,10:56:37,Yes,11/09/1943,57.7,Sicilia,Retired,Elementary School,2,0-1,Ford,1991,Full Size 4-Dr,Male,Italy/Italian,164.00,64.57,89.00,196.21,0,Married,20MLira-29.9MLira,41.0,56,110,43.3,68.5,27.0,,,
4175,Italy,Genoa1 IT,21/05/2001,13:01:20,Yes,11/12/1980,20.4,Liguria,Student,Some College,0,2-3,No Response,1969,Scooter,Female,Italy/Italian,158.00,62.20,47.00,103.62,0,Single,Don't Know,35.5,,,,,,"X-Small,40",2,
4176,Italy,Genoa1 IT,21/05/2001,13:12:27,Yes,13/03/1981,20.2,Liguria,Student,Some College,0,0-1,No Response,1970,Scooter,Male,No Response,170.00,66.93,68.00,149.91,0,Single,Don't Know,43.5,52,90,35.4,76,29.9,,,
4177,Italy,Genoa1 IT,21/05/2001,14:09:15,Yes,19/04/1957,44.1,Liguria,Administrative Support,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,175.00,68.90,70.00,154.32,0,Divorced,30MLira-44.9MLira,42.0,Don't Know,90,35.4,73.5,28.9,,,
4178,Italy,Genoa1 IT,21/05/2001,15:24:45,Yes,24/03/1983,18.2,Liguria,Student,Middle School,0,2-3,No Response,,No Response,Female,Italy/Italian,160.00,62.99,51.00,112.44,0,Single,No Response,38.0,,,,,,Med,44,34a
4179,Italy,Genoa1 IT,21/05/2001,16:02:36,Yes,16/03/1982,19.2,Liguria,Student,High School,0,0-1,No Response,,No Response,Female,Italy/Italian,162.00,63.78,57.00,125.66,0,Single,10MLira-14.9MLira,39.0,,,,,,Med,44,34dd
4180,Italy,Genoa1 IT,21/05/2001,16:16:42,Yes,24/01/1976,25.3,Liguria,Technician,Technical Training,0,0-1,Other,1991,Sports Car,Male,Italy/Italian,179.00,70.47,85.00,187.39,0,Single,No Response,42.5,52,95,37.4,76,29.9,,,
4181,Italy,Genoa1 IT,22/05/2001,11:27:54,Yes,22/08/1954,46.7,Liguria,Administrative Support,Middle School,0,6-10,Fiat,1970,Economy,Male,Italy/Italian,175.00,68.90,72.00,158.73,0,Single,30MLira-44.9MLira,43.0,50,85,33.5,73.5,28.9,,,
4182,Italy,Genoa1 IT,22/05/2001,11:44:00,Yes,24/03/1963,38.2,Emilia Romagna,Classroom Teacher,Masters,0,2-3,Volvo,2000,Station Wagon,Male,Italy/Italian,183.00,72.05,71.00,156.53,0,Single,Over 150MLira,44 or Larger,50,85,33.5,76,29.9,,,
4183,Italy,Genoa1 IT,22/05/2001,14:32:07,Yes,18/10/1979,21.6,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Male,Italy/Italian,175.00,68.90,60.00,132.28,0,Single,Don't Know,42.0,48,80,31.5,76,29.9,,,
4184,Italy,Genoa1 IT,22/05/2001,15:07:37,Yes,10/10/1981,19.6,Liguria,Student,Some College,0,4-6,No Response,,No Response,Male,Italy/Italian,185.00,72.83,85.00,187.39,0,Single,Don't Know,43.5,52,90,35.4,78.5,30.9,,,
4185,Italy,Genoa1 IT,22/05/2001,15:11:09,Yes,13/02/1981,20.3,Liguria,Student,Some College,0,No Response,Other,2000,Scooter,Male,Italy/Italian,179.00,70.47,72.00,158.73,0,Single,No Response,43.5,48,85,33.5,76,29.9,,,
4186,Italy,Genoa1 IT,22/05/2001,15:41:58,Yes,28/01/1975,26.3,Piemonta,Student,Some College,0,4-6,Other,1998,Economy,Male,Italy/Italian,178.00,70.08,72.00,158.73,0,Single,No Response,43.5,48,85,33.5,73.5,28.9,,,
4187,Italy,Genoa1 IT,22/05/2001,17:25:51,Yes,30/12/1968,32.4,Liguria,Student,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,172.00,67.72,52.00,114.64,0,Single,Don't Know,37.0,,,,,,Med,42,34a
4188,Italy,Genoa1 IT,22/05/2001,18:05:16,Yes,27/10/1976,24.6,Not Born in Italy,Administrative Support,High School,0,6-10,Other,1996,Scooter,Female,Italy/Italian,175.00,68.90,60.00,132.28,0,Single,No Response,40.0,,,,,,Med,44,34c
4189,Italy,Genoa1 IT,23/05/2001,09:24:29,Yes,23/11/1960,40.5,Piemonta,Homemaker,High School,1,2-3,No Response,,No Response,Female,Italy/Italian,155.00,61.02,48.00,105.82,0,Married,No Response,35.5,,,,,,Sm,44,34a
4190,Italy,Genoa1 IT,23/05/2001,10:07:02,Yes,03/12/1979,21.5,Liguria,Student,Some College,0,6-10,Other,1985,Scooter,Male,Italy/Italian,172.00,67.72,64.00,141.10,0,Single,Don't Know,41.5,48,80,31.5,68.5,27.0,,,
4191,Italy,Genoa1 IT,23/05/2001,10:42:21,Yes,21/04/1978,23.1,Toscana,Student,Some College,0,2-3,No Response,,No Response,Male,Italy/Italian,172.00,67.72,60.00,132.28,0,Single,Less than 10MLira,42.0,46 or Smaller,80,31.5,73.5,28.9,,,
4192,Italy,Genoa1 IT,23/05/2001,11:53:17,Yes,23/02/1981,20.2,Not Born in Italy,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,167.00,65.75,53.00,116.84,0,Single,Don't Know,37.0,,,,,,Don't Know,44,34a
4193,Italy,Genoa1 IT,23/05/2001,12:18:56,Yes,30/09/1978,22.6,Sicilia,Student,Some College,0,More than 10,No Response,,No Response,Male,Italy/Other,170.00,66.93,60.00,132.28,0,Single,Less than 10MLira,42.0,48,80,31.5,71,28.0,,,
4194,Italy,Genoa1 IT,23/05/2001,12:44:27,Yes,21/03/1979,22.2,Liguria,Student,Some College,0,4-6,No Response,,No Response,Male,Italy/Italian,165.00,64.96,73.00,160.94,0,Single,Don't Know,41.0,48,90,35.4,73.5,28.9,,,
4195,Italy,Genoa1 IT,23/05/2001,13:06:14,Yes,08/08/1964,36.8,Liguria,Administrative Support,Masters,1,4-6,Other,1991,Economy,Female,Italy/Italian,163.00,64.17,50.00,110.23,0,Single,Don't Know,36.0,,,,,,Sm,42,32b
